4.725000812504080543e-03,3.149590517958030054e-03,5.325165549583360351e-03,6.306482280267915186e-03,7.877034674997642188e-04,1.576620209925806704e-03,5.904503607271573053e-04,3.346240831294277664e-03,4.728645436629933668e-03,3.939727734330898679e-03,3.152025708152793489e-03,2.365536952351858947e-03,0.000000000000000000e+00,3.928789079315786817e-03,5.518778809715190088e-03,7.082052003206711077e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.153240419851613408e-03,7.883101049629033519e-04,1.572975590347301753e-03,7.889167424260423766e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.503608523621502172e-03,5.518777851379462474e-03,4.130304458232495791e-03,9.452434887859996471e-03,7.889167424260423766e-04,0.000000000000000000e+00,6.315575609878615847e-03,6.117714480085421729e-03,3.943373793718889242e-03,1.577836362946306251e-03,6.307701315187423663e-03,6.367248035200589670e-03,1.577226847388945837e-03,1.580879618264089542e-03,6.795490965270023151e-03,2.193156032757872295e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.379489168737489082e-03,6.066374631391912233e-07,1.969278211623986651e-03,3.152633782388474058e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.451813390642894649e-03,3.343812852248097441e-03,2.552464290528675284e-03,2.963272234339509037e-03,7.870968300366250857e-04,7.883101049629033519e-04,9.794901278717875557e-04,3.153240419851613408e-03,3.153239941430901073e-03,1.576620209925806704e-03,6.887211106353501380e-03,2.173144128389995801e-03,3.153240419851613408e-03,2.365538389881392291e-03,4.202014133134809176e-03,4.730471108990969877e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.788873019737080912e-04,1.314941886114536808e-03,3.153239941430901073e-03,3.156276000781274745e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.343211974790657928e-03,3.936090281184179834e-03,6.887820141219169398e-03,7.879460286966051205e-03,1.576620209925806704e-03,0.000000000000000000e+00,2.365535989450890351e-03,3.086995724306415990e-03,6.289492546668703186e-03,6.381208873841089958e-03,5.531527300776470195e-03,3.959743954326108532e-03,2.364322719828953687e-03,8.071240687720918766e-03,3.757049276189172379e-03,6.116497832047457228e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.367360221256210179e-03,3.939730130972837405e-03,1.504929676452798409e-03,4.893746690065868196e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.883101049629033519e-04,7.883101049629033519e-04,7.889167424260423766e-04,7.877034674997642188e-04,0.000000000000000000e+00,0.000000000000000000e+00,7.852730721009486530e-04,7.883101049629033519e-04,7.883101049629033519e-04,7.883101049629033519e-04,1.573586544189398487e-03,6.066374631391912233e-07,0.000000000000000000e+00,0.000000000000000000e+00,2.364930314888719597e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.858835551103469279e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.066374631391912233e-07,7.883101049629033519e-04,7.883101049629033519e-04,7.858835551103469279e-04,0.000000000000000000e+00,1.576620209925806704e-03,7.883101049629033519e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.578440122315223886e-03,1.575406934999528438e-03,0.000000000000000000e+00,7.883101049629033519e-04,6.066374631391912233e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.883101049629033519e-04,6.066374631391912233e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.332929306180046715e-03,4.738342041834330692e-03,2.364321277752071300e-03,5.505429426040433886e-03,6.673969691158000685e-06,0.000000000000000000e+00,1.584507939762642894e-03,7.883101049629033519e-04,2.355819712922193384e-03,3.165982222808432205e-03,4.922858646111795584e-03,7.632957937399919950e-03,2.365537909948485940e-03,3.153846578894039989e-03,2.569464990182900987e-03,4.740789210734513634e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.366145986456937890e-03,7.895262579834031163e-04,3.922126119403265658e-03,4.921649657400584653e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.576618291704579228e-03,3.939124442072434659e-03,2.364930314888719597e-03,2.288365108824645146e-03,0.000000000000000000e+00,6.066374631391912233e-07,3.933056131135681185e-03,2.176773960616372374e-03,7.901309749489475280e-04,3.162340494164492342e-03,3.153240419851613408e-03,3.149592925974630409e-03,0.000000000000000000e+00,7.883101049629033519e-04,4.128488859179948144e-03,3.746727804336800333e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.152030013203602384e-03,1.392709341350650441e-03,2.432382041654536017e-03,1.576618291704579228e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.361887528878986193e-03,2.957808675067032794e-03,5.516955060140621252e-03,7.092966232929627871e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.584504130450675253e-03,1.579050117048499177e-03,1.577227804985572614e-03,7.877034674997642188e-04,7.889167424260423766e-04,1.575404535326019057e-03,2.364930314888719597e-03,3.940335812358725966e-03,6.295544600992209264e-03,2.364930314888719597e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.555499382452207195e-03,1.875511664703449896e-04,1.576620209925806704e-03,3.152633782388474058e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.577227325809658172e-03,1.576012134933134226e-03,4.723778430955520059e-03,3.348066021451425508e-03,7.883101049629033519e-04,1.213274926278382447e-06,2.364323199004867912e-03,3.154454651619316343e-03,3.149586226527791976e-03,1.576620209925806704e-03,6.305873244643460038e-03,7.968054433730175929e-04,7.877025099031373335e-04,3.953074744002124663e-03,4.610979217603432961e-03,2.358254415662478128e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.363108484278074722e-03,6.066374631391912233e-07,7.883101049629033519e-04,2.365539352025367893e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.358249139344305821e-03,3.152633782388474058e-03,3.153848975535980016e-03,4.730467267240578109e-03,1.576620209925806704e-03,1.576620209925806704e-03,3.355352858662143806e-03,2.354009384945914343e-03,3.153240419851613408e-03,7.092356241227922367e-03,4.135759408804857290e-03,6.321646813961720283e-03,0.000000000000000000e+00,4.743202382036052281e-03,5.519991609273801683e-03,5.329414880123091794e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.327586338709095967e-03,7.895267364041152341e-04,3.926984974541586002e-03,4.735322768117134276e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.154455130795231436e-03,3.945201382796162566e-03,4.691623240723218936e-03,7.146963707891134700e-03,0.000000000000000000e+00,0.000000000000000000e+00,6.897536878020371805e-03,2.360673784635675641e-03,3.153240419851613408e-03,2.370992398000702859e-03,3.942157640698389261e-03,4.756517281618275611e-03,3.940334853246320150e-03,7.889186606472698522e-04,4.744426169439854880e-03,5.339722951548264533e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.953559801841291847e-03,1.571163326747428797e-03,8.058992966848423870e-04,4.652191294892223453e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.364930314888719597e-03,3.940332459635939068e-03,1.821349918951078935e-06,2.364930314888719597e-03,7.858821190930078164e-04,0.000000000000000000e+00,7.889177000226693702e-04,1.577227325809658172e-03,1.576011654241440529e-03,0.000000000000000000e+00,3.942157162277677360e-03,1.576013572462667571e-03,3.151418113848229903e-03,7.883101049629033519e-04,3.153239941430901073e-03,3.151418589240968966e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.883101049629033519e-04,7.883101049629033519e-04,0.000000000000000000e+00,7.889186606472698522e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
